ente,uf,ano,grupo,contrib_previdenciaria,recursos_acumulados,receita_investimentos_e_ativos,pagamento_beneficios,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,recursos_acumulados_problema,receita_investimentos_e_ativos_problema,pagamento_beneficios_problema
CONCEICAO DAS ALAGOAS,MG,2024,MÉDIO PORTE,19959804.13,34805358.78,30819382.259999998,14952700.64,,,,,,,False,False,False,False
CONCEICAO DE MACABU,RJ,2019,MÉDIO PORTE,4748110.04,47691351.7,36400759.79,6676637.83,,,,,,,False,False,False,False
CONCEICAO DE MACABU,RJ,2020,MÉDIO PORTE,5781198.04,53394991.48,33234303.0,7604449.57,,,,,,,False,False,False,False
CONCEICAO DE MACABU,RJ,2021,MÉDIO PORTE,7357588.78,57288257.43,30351468.32,8417883.24,,,,,,,False,False,False,False
CONCEICAO DE MACABU,RJ,2022,MÉDIO PORTE,9173241.43,61093333.86000001,35984928.07,10363067.68,,,,,,,False,False,False,False
CONCEICAO DE MACABU,RJ,2023,MÉDIO PORTE,11147079.34,68590466.12,40348895.9,12430888.96,,,,,,,False,False,False,False
CONCEICAO DE MACABU,RJ,2024,MÉDIO PORTE,11796582.59,81155834.01,35214596.64,13737367.63,,,,,,,False,False,False,False
CONCEICAO DO PARA,MG,2019,PEQUENO PORTE,2013513.95,7932603.31,30586681.46,1681925.25,,,,,,,False,False,False,False
CONCEICAO DO PARA,MG,2020,PEQUENO PORTE,1405785.11,8897218.35,30413289.3,1964539.06,,,,,,,False,False,False,False
CONCEICAO DO PARA,MG,2021,PEQUENO PORTE,2998488.37,9960587.49,30062589.13,2273261.15,,,,,,,False,False,False,False
CONCEICAO DO PARA,MG,2022,PEQUENO PORTE,3562423.63,11129798.46,30852476.66,2748421.7,,,,,,,False,False,False,False
CONCEICAO DO PARA,MG,2023,PEQUENO PORTE,4086493.95,13269238.59,31722856.7,3432443.88,,,,,,,False,False,False,False
CONCEICAO DO PARA,MG,2024,PEQUENO PORTE,4410100.25,16048348.78,30596221.72,3753675.49,,,,,,,False,False,False,False
CONDADO,PE,2019,MÉDIO PORTE,6075396.37,3394853.22,30160396.08,7055231.58,,,,,,,False,False,False,False
CONDADO,PE,2020,MÉDIO PORTE,6733400.07,2272452.29,29925020.65,8723021.33,,,,,,,False,False,False,False
CONDADO,PE,2021,MÉDIO PORTE,7522829.71,1951861.38,29891312.41,9761712.14,,,,,,,False,False,False,False
CONDADO,PE,2022,MÉDIO PORTE,11056540.08,1059838.3,29962863.07,11839773.81,,,,,,,False,False,False,False
CONDADO,PE,2023,MÉDIO PORTE,11578127.12,1964154.1,30100972.47,11525528.2,,,,,,,False,False,False,False
CONDADO,PE,2024,MÉDIO PORTE,14702799.55,2636366.95,30170654.47,15377099.56,2022-08-08 00:00:00,2022-07-26 00:00:00,,,,,False,False,False,False
CONDE,PB,2019,MÉDIO PORTE,4755729.41,4405549.16,30561124.16,4161763.15,,,,,,,False,False,False,False
CONDE,PB,2020,MÉDIO PORTE,5730614.53,6741341.79,30735485.669999998,4688287.34,,,,,,,False,False,False,False
CONDE,PB,2021,MÉDIO PORTE,6760033.47,9738801.99,29962948.599999998,5503245.56,,,,,,,False,False,False,False
CONDE,PB,2022,MÉDIO PORTE,12530795.62,13334642.43,30533447.24,7041286.09,,,,,,,False,False,False,False
CONDE,PB,2023,MÉDIO PORTE,10387494.12,18192585.88,31387300.25,8228076.93,,,,,,,False,False,False,False
CONDE,PB,2024,MÉDIO PORTE,10607558.52,24886535.91,29862452.79,7400059.71,2023-08-01 00:00:00,2023-07-18 00:00:00,,,,,False,False,False,False
CONDOR,RS,2019,PEQUENO PORTE,4048414.73,24367125.41,32777136.39,2552068.58,,,,,,,False,False,False,False
CONDOR,RS,2020,PEQUENO PORTE,4292078.39,27834018.64,32102091.46,2033180.94,,,,,,,False,False,False,False
CONDOR,RS,2021,PEQUENO PORTE,4781140.86,30769176.96,29862777.73,3229463.61,,,,,,,False,False,False,False
CONDOR,RS,2022,PEQUENO PORTE,5835515.95,32565702.42,33092123.02,3940369.88,,,,,,,False,False,False,False
CONDOR,RS,2023,PEQUENO PORTE,5358409.0,37527226.51,34840027.65,4679298.93,,,,,,,False,False,False,False
CONDOR,RS,2024,PEQUENO PORTE,4176074.56,41749762.97,32369653.21,3695056.17,,,,,,,False,False,False,False
CONQUISTA D'OESTE,MT,2019,PEQUENO PORTE,1320914.55,14195461.71,32061455.68,513217.51,,,,,,,False,False,False,False
CONQUISTA D'OESTE,MT,2020,PEQUENO PORTE,1484256.39,16842867.82,31024476.79,593458.15,,,,,,,False,False,False,False
CONQUISTA D'OESTE,MT,2021,PEQUENO PORTE,1775205.53,18703010.59,29968047.07,702738.92,,,,,,,False,False,False,False
CONQUISTA D'OESTE,MT,2022,PEQUENO PORTE,2275951.06,19501531.26,31209744.81,910367.39,,,,,,,False,False,False,False
CONQUISTA D'OESTE,MT,2023,PEQUENO PORTE,2615255.32,22082073.92,33230629.95,1289380.5,,,,,,,False,False,False,False
CONQUISTA D'OESTE,MT,2024,PEQUENO PORTE,3234997.37,26584343.66,31005542.279999997,1342994.78,,,,,,,False,False,False,False
CONSTANTINA,RS,2019,PEQUENO PORTE,3568237.37,10152643.14,31118229.36,3902428.63,,,,,,,False,False,False,False
CONSTANTINA,RS,2020,PEQUENO PORTE,4087746.65,12310466.15,30570012.29,4108771.78,,,,,,,False,False,False,False
CONSTANTINA,RS,2021,PEQUENO PORTE,4291990.23,14146505.89,30353708.49,4739310.53,,,,,,,False,False,False,False
CONSTANTINA,RS,2022,PEQUENO PORTE,4779622.7,14519599.73,31180198.27,5653236.38,,,,,,,False,False,False,False
CONSTANTINA,RS,2023,PEQUENO PORTE,5925118.22,15235413.92,31872143.54,6339158.68,,,,,,,False,False,False,False
CONSTANTINA,RS,2024,PEQUENO PORTE,6900562.02,17026043.28,31306898.68,6866683.94,,,,,,,False,False,False,False
CONTAGEM,MG,2019,GRANDE PORTE,119193595.96,165601729.28,53575255.61,197187231.8,,,,,,,False,False,False,False
CONTAGEM,MG,2020,GRANDE PORTE,119140697.71,194194058.18,41788262.85,213908535.92,,,,,,,False,False,False,False
CONTAGEM,MG,2021,GRANDE PORTE,127334201.02,199097293.78,29695539.0,226275811.92,,,,,,,False,False,False,False
CONTAGEM,MG,2022,GRANDE PORTE,199023127.36,208921018.84,43860169.489999995,287598930.92,,,,,,,False,False,False,False
CONTAGEM,MG,2023,GRANDE PORTE,233832960.52,259210201.32,71337060.25,337204782.25,,,,,,,False,False,False,False
CONTAGEM,MG,2024,GRANDE PORTE,183998773.18,352888826.99,56756891.4,299335756.86,,,,,,,False,False,False,False
CONTENDA,PR,2019,PEQUENO PORTE,5275333.65,23700686.89,32179070.53,3916302.64,,,,,,,False,False,False,False
CONTENDA,PR,2020,MÉDIO PORTE,5931444.68,27377246.08,31626620.81,4387989.47,,,,,,,False,False,False,False
CONTENDA,PR,2021,MÉDIO PORTE,6683824.83,30907624.14,29769629.72,4905521.04,,,,,,,False,False,False,False
CONTENDA,PR,2022,PEQUENO PORTE,5599171.57,32430396.6,32276939.28,6043351.93,,,,,,,False,False,False,False
CONTENDA,PR,2023,MÉDIO PORTE,5945938.55,36937599.89,35440929.28,7124519.59,,,,,,,False,False,False,False
CONTENDA,PR,2024,PEQUENO PORTE,6520980.96,44736211.96,32728495.799999997,8692053.32,,,,,,,False,False,False,False
CORBELIA,PR,2019,MÉDIO PORTE,4348430.91,32181222.87,35532354.67,7082882.9,,,,,,,False,False,False,False
CORBELIA,PR,2020,MÉDIO PORTE,4537810.29,37676428.13,38148320.49,8286310.2,,,,,,,False,False,False,False
CORBELIA,PR,2021,MÉDIO PORTE,5003688.18,42234684.95,33130780.2,9168063.14,,,,,,,False,False,False,False
CORBELIA,PR,2022,MÉDIO PORTE,9273724.43,44231751.01000001,34623196.79,10634018.89,,,,,,,False,False,False,False
CORBELIA,PR,2023,MÉDIO PORTE,6962412.25,47336536.43,38761151.21,12866063.8,,,,,,,False,False,False,False
CORBELIA,PR,2024,MÉDIO PORTE,8251446.2,51179297.75,33349758.759999998,25087041.57,2020-07-31 00:00:00,2020-07-30 00:00:00,,,,,False,False,False,False
CORDEIRO,RJ,2019,MÉDIO PORTE,6956631.01,3991610.98,30155661.75,13094215.36,,,,,,,False,False,False,False
CORDEIRO,RJ,2020,MÉDIO PORTE,8271438.87,3056003.99,30028540.3,16330789.4,,,,,,,False,False,False,False
CORDEIRO,RJ,2021,MÉDIO PORTE,12655134.64,1828285.01,29987494.56,17148735.0,,,,,,,False,False,False,False
CORDEIRO,RJ,2022,MÉDIO PORTE,26250108.0,6917254.39,28947961.7,19855871.79,,,,,,,False,False,False,False
CORDEIRO,RJ,2023,MÉDIO PORTE,23127381.5,14195973.3,30925384.689999998,12315088.66,,,,,,,False,False,False,False
CORDEIRO,RJ,2024,MÉDIO PORTE,14220492.59,18822598.34,31475641.279999997,22803880.33,2025-02-03 00:00:00,2025-01-28 00:00:00,,,,,False,False,False,False
COROMANDEL,MG,2019,MÉDIO PORTE,4425511.54,14275870.92,31660480.48,5862621.87,,,,,,,False,False,False,False
COROMANDEL,MG,2020,MÉDIO PORTE,5731863.06,15521894.29,31299855.18,6126164.12,,,,,,,False,False,False,False
COROMANDEL,MG,2021,MÉDIO PORTE,7712938.81,17260187.49,30853360.68,6908738.94,,,,,,,False,False,False,False
COROMANDEL,MG,2022,MÉDIO PORTE,8461948.49,18854582.73,31977189.46,7574343.38,,,,,,,False,False,False,False
COROMANDEL,MG,2023,MÉDIO PORTE,12008919.46,20304021.3,32695642.32,9273024.27,,,,,,,False,False,False,False
COROMANDEL,MG,2024,MÉDIO PORTE,13973072.16,25438198.04,32735301.939999998,10184624.84,,,,,,,False,False,False,False
CORONEL BARROS,RS,2019,PEQUENO PORTE,1315208.59,20507064.58,32521017.39,654771.35,,,,,,,False,False,False,False
CORONEL BARROS,RS,2020,PEQUENO PORTE,1404792.91,23546590.11,31173324.7,844778.74,,,,,,,False,False,False,False
CORONEL BARROS,RS,2021,PEQUENO PORTE,1469679.09,25619992.8,30524412.939999998,773128.46,,,,,,,False,False,False,False
CORONEL BARROS,RS,2022,PEQUENO PORTE,1530911.44,26824674.58,32235293.06,1356044.74,,,,,,,False,False,False,False
CORONEL BARROS,RS,2023,PEQUENO PORTE,1612931.22,29170169.57,33802202.91,1625492.4,,,,,,,False,False,False,False
CORONEL BARROS,RS,2024,PEQUENO PORTE,2352274.13,33014178.6,32109661.11,1810613.26,,,,,,,False,False,False,False
CORONEL JOAO PESSOA,RN,2019,PEQUENO PORTE,1719031.48,161461.5,29864741.86,2088775.59,,,,,,,False,False,False,False
CORONEL JOAO PESSOA,RN,2020,PEQUENO PORTE,1979526.47,126361.3,29862933.45,2657467.47,,,,,,,False,False,False,False
CORONEL JOAO PESSOA,RN,2021,PEQUENO PORTE,2033091.01,13870.81,29865798.11,2842153.97,,,,,,,False,False,False,False
CORONEL JOAO PESSOA,RN,2022,PEQUENO PORTE,2649398.31,40704.95,29876967.68,3512120.32,,,,,,,False,False,False,False
CORONEL JOAO PESSOA,RN,2023,PEQUENO PORTE,3576408.96,345244.92,29911865.09,4106702.01,,,,,,,False,False,False,False
CORONEL JOAO PESSOA,RN,2024,PEQUENO PORTE,4639309.89,625789.81,29939149.99,4356583.6,,,,,,,False,False,False,False
CORONEL MACEDO,SP,2019,PEQUENO PORTE,3542061.97,11825252.09,31485650.05,1943767.72,,,,,,,False,False,False,False
CORONEL MACEDO,SP,2020,PEQUENO PORTE,4449996.92,13693192.42,30309511.07,2576674.97,,,,,,,False,False,False,False
CORONEL MACEDO,SP,2021,PEQUENO PORTE,5142927.79,14631362.04,30054277.73,2893515.85,,,,,,,False,False,False,False
CORONEL MACEDO,SP,2022,PEQUENO PORTE,6370970.99,13317441.46,30905329.14,3568264.44,,,,,,,False,False,False,False
CORONEL MACEDO,SP,2023,PEQUENO PORTE,7830333.12,14756430.16,32239209.99,4109005.78,,,,,,,False,False,False,False
CORONEL MACEDO,SP,2024,PEQUENO PORTE,5545387.92,17054261.0,31205683.5,2794512.86,,,,,,,False,False,False,False
CORONEL PILAR,RS,2019,PEQUENO PORTE,989851.13,12509898.06,31672190.349999998,472464.07,,,,,,,False,False,False,False
CORONEL PILAR,RS,2020,PEQUENO PORTE,1082261.93,14802571.77,30744982.55,566577.78,,,,,,,False,False,False,False
CORONEL PILAR,RS,2021,PEQUENO PORTE,1139933.94,16141720.04,30754189.55,627233.11,,,,,,,False,False,False,False
CORONEL PILAR,RS,2022,PEQUENO PORTE,1103993.42,17227898.25,31535433.279999997,812059.12,,,,,,,False,False,False,False
CORONEL PILAR,RS,2023,PEQUENO PORTE,1083667.84,19065940.94,32191285.799999997,981180.42,,,,,,,False,False,False,False
CORONEL PILAR,RS,2024,PEQUENO PORTE,1801963.16,21698634.13,31561179.89,1068874.05,,,,,,,False,False,False,False
CORREGO DANTA,MG,2019,PEQUENO PORTE,1056633.59,5594738.15,30557435.95,1575760.38,,,,,,,False,False,False,False
CORREGO DANTA,MG,2020,PEQUENO PORTE,1244351.02,6075891.29,30216196.41,1784878.24,,,,,,,False,False,False,False
CORREGO DANTA,MG,2021,PEQUENO PORTE,1385984.15,6424384.17,29962273.59,1929916.13,,,,,,,False,False,False,False
CORREGO DANTA,MG,2022,PEQUENO PORTE,1624515.39,6328440.7,30508832.65,2263355.63,,,,,,,False,False,False,False
CORREGO DANTA,MG,2023,PEQUENO PORTE,1869347.57,6734127.25,30719018.27,2894058.49,,,,,,,False,False,False,False
CORREGO DANTA,MG,2024,PEQUENO PORTE,1992233.19,7467916.35,30391434.509999998,3352329.36,,,,,,,False,False,False,False
CORREGO DO OURO,GO,2019,PEQUENO PORTE,1112549.62,6104057.640000001,30255948.419999998,696889.54,,,,,,,False,False,False,False
CORREGO DO OURO,GO,2020,PEQUENO PORTE,1272279.41,6813452.8,30077938.52,690923.7,,,,,,,False,False,False,False
CORREGO DO OURO,GO,2021,PEQUENO PORTE,1358771.31,7377186.44,30087900.25,900864.23,,,,,,,False,False,False,False
CORREGO DO OURO,GO,2022,PEQUENO PORTE,1511664.08,8028826.37,30795132.599999998,1240092.29,,,,,,,False,False,False,False
CORREGO DO OURO,GO,2023,PEQUENO PORTE,1871836.26,9128447.79,31041938.68,1412419.03,,,,,,,False,False,False,False
CORREGO DO OURO,GO,2024,PEQUENO PORTE,2081461.96,10605560.53,30866092.509999998,1576717.35,,,,,,,False,False,False,False
CORRENTES,PE,2019,MÉDIO PORTE,5613197.76,1912710.29,30151687.31,3290896.14,,,,,,,False,False,False,False
CORRENTES,PE,2020,MÉDIO PORTE,3352547.45,1619110.87,29856221.349999998,5919385.41,,,,,,,False,False,False,False
CORRENTES,PE,2021,MÉDIO PORTE,7242623.31,744253.5299999999,29889752.509999998,5291293.33,,,,,,,False,False,False,False
CORRENTES,PE,2022,MÉDIO PORTE,6221497.88,1006927.59,29922308.79,6971301.73,,,,,,,False,False,False,False
CORRENTES,PE,2023,MÉDIO PORTE,5221678.11,1069950.73,29995674.14,8665381.16,,,,,,,False,False,False,False
CORRENTES,PE,2024,PEQUENO PORTE,9479468.58,753241.97,29912461.84,7649308.55,,,,,,,False,False,False,False
CORRENTINA,BA,2019,MÉDIO PORTE,4742317.01,19300379.9,31816028.2,8418731.01,,,,,,,False,False,False,False
CORRENTINA,BA,2020,MÉDIO PORTE,4870020.54,17145217.3,30746928.97,9706673.5,,,,,,,False,False,False,False
CORRENTINA,BA,2021,MÉDIO PORTE,11945643.8,15156982.17,30230933.13,16791647.31,,,,,,,False,False,False,False
CORRENTINA,BA,2022,MÉDIO PORTE,23162582.16,16000409.98,31207813.48,11678097.58,,,,,,,False,False,False,False
CORRENTINA,BA,2023,MÉDIO PORTE,12962999.97,27761889.72,33054578.15,12553982.96,,,,,,,False,False,False,False
CORRENTINA,BA,2024,MÉDIO PORTE,13514072.13,45291762.35,33696090.47,17418457.7,,,,,,,False,False,False,False
CORURIPE,AL,2019,MÉDIO PORTE,9480901.54,38321927.2,34216843.8,5718280.09,,,,,,,False,False,False,False
CORURIPE,AL,2020,MÉDIO PORTE,8273575.03,44837306.55,33009666.43,6001529.17,,,,,,,False,False,False,False
CORURIPE,AL,2021,MÉDIO PORTE,12065017.55,49960655.64,31972361.02,6816651.66,,,,,,,False,False,False,False
CORURIPE,AL,2022,MÉDIO PORTE,14919613.9,56514181.54000001,35054270.85,8754764.93,,,,,,,False,False,False,False
CORURIPE,AL,2023,MÉDIO PORTE,18137520.18,66868486.3,39051959.11,9946051.14,,,,,,,False,False,False,False
CORURIPE,AL,2024,MÉDIO PORTE,18979143.37,87038954.45,37918813.91,12991103.51,,,,,,,False,False,False,False
CRAIBAS,AL,2019,MÉDIO PORTE,5542340.63,18561364.14,32212876.98,4221535.33,,,,,,,False,False,False,False
CRAIBAS,AL,2020,MÉDIO PORTE,5319544.04,21707488.1,32267374.98,4440565.33,,,,,,,False,False,False,False
CRAIBAS,AL,2021,MÉDIO PORTE,7500192.44,24322585.55,29829356.14,4971325.05,,,,,,,False,False,False,False
CRAIBAS,AL,2022,MÉDIO PORTE,7669210.36,29677219.88,32649399.759999998,5930180.32,,,,,,,False,False,False,False
CRAIBAS,AL,2023,MÉDIO PORTE,8853760.56,34564188.77,34626782.06,7330750.67,,,,,,,False,False,False,False
CRAIBAS,AL,2024,MÉDIO PORTE,9825318.44,41773324.65,32456658.939999998,8550075.43,,,,,,,False,False,False,False
CRATO,CE,2019,MÉDIO PORTE,20091573.43,81540667.62,39258936.07,12123836.97,,,,,,,False,False,False,False
CRATO,CE,2020,MÉDIO PORTE,19275836.6,84758426.57000001,38856326.629999995,16316748.12,,,,,,,False,False,False,False
CRATO,CE,2021,MÉDIO PORTE,28740528.17,73285219.05000001,35280814.11,19668825.42,,,,,,,False,False,False,False
CRATO,CE,2022,MÉDIO PORTE,40813764.31,82720370.35000001,39119161.57,27614916.48,,,,,,,False,False,False,False
CRATO,CE,2023,MÉDIO PORTE,42045274.3,94499727.35,38791249.62,30123332.35,,,,,,,False,False,False,False
CRATO,CE,2024,MÉDIO PORTE,55865768.74,118381109.78,39177007.44,42756134.2,,,,,,,False,False,False,False
CRAVINHOS,SP,2019,MÉDIO PORTE,9942724.22,73436360.64,39238051.01,10048018.7,,,,,,,False,False,False,False
CRAVINHOS,SP,2020,MÉDIO PORTE,10148740.27,87299872.97,34141386.92,11162730.24,,,,,,,False,False,False,False
CRAVINHOS,SP,2021,MÉDIO PORTE,10961935.52,94819513.16,30815437.23,12555265.88,,,,,,,False,False,False,False
CRAVINHOS,SP,2022,MÉDIO PORTE,12849560.46,98246751.76,29862452.79,13512190.77,,,,,,,False,False,False,False
CRAVINHOS,SP,2023,MÉDIO PORTE,14387617.58,112611060.62,31979150.58,13004332.95,,,,,,,False,False,False,False
CRAVINHOS,SP,2024,MÉDIO PORTE,10492194.18,125327226.71,32135047.33,18935534.26,,,,,,,False,False,False,False
CRISTAL,RS,2019,PEQUENO PORTE,3127674.2,19588696.22,31787005.009999998,2960734.4,,,,,,,False,False,False,False
CRISTAL,RS,2020,PEQUENO PORTE,3973758.42,21680919.76,30826135.74,3511167.2,,,,,,,False,False,False,False
CRISTAL,RS,2021,PEQUENO PORTE,3920452.82,22792269.48,30368393.95,3870571.31,,,,,,,False,False,False,False
CRISTAL,RS,2022,PEQUENO PORTE,3183954.83,23195524.88,32256279.509999998,4962770.05,,,,,,,False,False,False,False
CRISTAL,RS,2023,PEQUENO PORTE,2729413.51,25205467.44,32920707.11,5854784.38,,,,,,,False,False,False,False
CRISTAL,RS,2024,PEQUENO PORTE,3654162.53,27259457.59,32463243.53,6317535.59,,,,,,,False,False,False,False
CRISTIANOPOLIS,GO,2019,PEQUENO PORTE,1772739.27,1886221.57,30042503.419999998,843802.27,,,,,,,False,False,False,False
CRISTIANOPOLIS,GO,2020,PEQUENO PORTE,2210268.45,2745152.75,30119113.029999997,1293996.67,,,,,,,False,False,False,False
CRISTIANOPOLIS,GO,2021,PEQUENO PORTE,2481781.16,3574539.47,30064333.23,1431952.94,,,,,,,False,False,False,False
CRISTIANOPOLIS,GO,2022,PEQUENO PORTE,3285107.27,5274594.88,30456493.07,1677913.53,,,,,,,False,False,False,False
CRISTIANOPOLIS,GO,2023,PEQUENO PORTE,3966979.41,7205289.41,30854401.439999998,2187001.9,,,,,,,False,False,False,False
CRISTIANOPOLIS,GO,2024,PEQUENO PORTE,4083441.61,10187840.62,30790087.07,2759981.94,,,,,,,False,False,False,False
CRIXAS,GO,2019,MÉDIO PORTE,6290557.97,6532894.76,30639211.66,4973577.62,,,,,,,False,False,False,False
CRIXAS,GO,2020,MÉDIO PORTE,5862709.32,8210211.13,30980472.54,6390843.69,,,,,,,False,False,False,False
CRIXAS,GO,2021,MÉDIO PORTE,8386662.43,10079191.99,29911704.39,6660886.25,,,,,,,False,False,False,False
CRIXAS,GO,2022,MÉDIO PORTE,11546175.4,14032809.59,30258089.89,8920970.41,,,,,,,False,False,False,False
CRIXAS,GO,2023,MÉDIO PORTE,7909188.05,19500272.38,29862452.79,19546366.76,,,,,,,False,False,False,False
CRIXAS,GO,2024,MÉDIO PORTE,6400206.43,24102981.6,31154833.81,6752631.93,,,,,,,False,False,False,False
CRUZEIRO DA FORTALEZA,MG,2019,PEQUENO PORTE,803403.2,1035452.55,29965040.529999997,1803898.64,,,,,,,False,False,False,False
CRUZEIRO DA FORTALEZA,MG,2020,PEQUENO PORTE,1040317.5,862567.98,29895560.54,2258822.69,,,,,,,False,False,False,False
CRUZEIRO DA FORTALEZA,MG,2021,PEQUENO PORTE,1387519.31,565634.02,29880395.58,2564996.31,,,,,,,False,False,False,False
CRUZEIRO DA FORTALEZA,MG,2022,PEQUENO PORTE,2144722.61,399709.66,29931225.32,3529052.18,,,,,,,False,False,False,False
CRUZEIRO DA FORTALEZA,MG,2023,PEQUENO PORTE,2305750.11,947579.26,29995518.169999998,4530869.82,,,,,,,False,False,False,False
CRUZEIRO DA FORTALEZA,MG,2024,PEQUENO PORTE,2695080.86,911911.83,29948142.279999997,5276203.67,,,,,,,False,False,False,False
CRUZETA,RN,2019,PEQUENO PORTE,2603621.3,4810685.23,30380661.599999998,2369993.75,,,,,,,False,False,False,False
CRUZETA,RN,2020,PEQUENO PORTE,2178974.53,5220556.84,30108130.4,3126945.96,,,,,,,False,False,False,False
CRUZETA,RN,2021,PEQUENO PORTE,3389214.64,4428602.77,29932075.919999998,3424490.11,,,,,,,False,False,False,False
CRUZETA,RN,2022,MÉDIO PORTE,4216361.08,4899887.49,33883493.67,4656802.75,,,,,,,False,False,False,False
CRUZETA,RN,2023,PEQUENO PORTE,4969392.57,10098795.61,31457293.88,5373219.15,,,,,,,False,False,False,False
CRUZETA,RN,2024,PEQUENO PORTE,1622849.09,11760814.41,30208437.52,1936317.9,,,,,,,False,False,False,False
CUJUBIM,RO,2019,PEQUENO PORTE,3059528.05,27594641.3,32150067.5,687600.24,,,,,,,False,False,False,False
CUJUBIM,RO,2020,PEQUENO PORTE,3591320.05,32086842.53,31936393.939999998,949151.5,,,,,,,False,False,False,False
CUJUBIM,RO,2021,PEQUENO PORTE,4029098.18,37057261.92,30505549.89,1212310.87,,,,,,,False,False,False,False
CUJUBIM,RO,2022,PEQUENO PORTE,5044760.05,40790542.81,34514171.89,1828657.64,,,,,,,False,False,False,False
CUJUBIM,RO,2023,PEQUENO PORTE,6080744.65,46051027.94,35729855.12,2443836.43,,,,,,,False,False,False,False
CUJUBIM,RO,2024,PEQUENO PORTE,6464042.89,54849842.27,33734974.54,2945648.56,2023-10-30 00:00:00,2023-10-25 00:00:00,,,,,False,False,False,False
CUMARI,GO,2019,PEQUENO PORTE,762904.49,1947294.78,29984255.48,1646208.74,,,,,,,False,False,False,False
CUMARI,GO,2020,PEQUENO PORTE,774260.04,2091897.08,29927868.43,2010307.15,,,,,,,False,False,False,False
CUMARI,GO,2021,PEQUENO PORTE,796669.01,2019403.97,29909353.56,2298336.14,,,,,,,False,False,False,False
CUMARI,GO,2022,PEQUENO PORTE,910197.55,1833071.82,30034960.7,2652242.03,,,,,,,False,False,False,False
CUMARI,GO,2023,PEQUENO PORTE,975938.09,1529238.43,30021976.009999998,2962144.12,,,,,,,False,False,False,False
CUMARI,GO,2024,PEQUENO PORTE,2176874.88,1268912.49,30027582.49,3171782.21,,,,,,,False,False,False,False
CURIUVA,PR,2019,PEQUENO PORTE,3015730.19,5598925.58,30441474.669999998,3862534.22,,,,,,,False,False,False,False
CURIUVA,PR,2020,PEQUENO PORTE,3761012.41,5992522.8,30286791.91,4293513.6,,,,,,,False,False,False,False
CURIUVA,PR,2021,PEQUENO PORTE,5021197.03,6833873.2,30173038.23,4672511.97,,,,,,,False,False,False,False
CURIUVA,PR,2022,PEQUENO PORTE,6147891.67,8310848.48,30761542.98,5596878.4,,,,,,,False,False,False,False
CURIUVA,PR,2023,PEQUENO PORTE,6116259.08,10780682.42,31552700.52,6632309.35,,,,,,,False,False,False,False
CURIUVA,PR,2024,PEQUENO PORTE,7009421.79,15123421.84,30876433.41,7399687.03,,,,,,,False,False,False,False
