ente,uf,ano,grupo,contrib_previdenciaria,recursos_acumulados,receita_investimentos_e_ativos,pagamento_beneficios,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,recursos_acumulados_problema,receita_investimentos_e_ativos_problema,pagamento_beneficios_problema
PONTALINDA,SP,2024,PEQUENO PORTE,2265130.84,30309946.71,32478341.38,2378986.94,2024-05-10 00:00:00,2024-05-09 00:00:00,,,,,False,False,False,False
PONTAO,RS,2019,PEQUENO PORTE,2664424.71,22027210.95,31956074.82,900960.09,,,,,,,False,False,False,False
PONTAO,RS,2020,PEQUENO PORTE,2879347.06,25505226.45,30840070.25,1056566.05,,,,,,,False,False,False,False
PONTAO,RS,2021,PEQUENO PORTE,3226317.59,28842388.64,30953804.419999998,1350786.43,,,,,,,False,False,False,False
PONTAO,RS,2022,PEQUENO PORTE,2480340.22,31271070.94,33720658.269999996,1575740.38,,,,,,,False,False,False,False
PONTAO,RS,2023,PEQUENO PORTE,2884672.97,36867861.3,34770263.769999996,2066613.59,,,,,,,False,False,False,False
PONTAO,RS,2024,PEQUENO PORTE,2934123.19,42802526.79,33227062.06,2594756.81,,,,,,,False,False,False,False
PONTES E LACERDA,MT,2019,MÉDIO PORTE,8342127.93,44912303.53999999,36846726.68,4937166.11,,,,,,,False,False,False,False
PONTES E LACERDA,MT,2020,MÉDIO PORTE,9431346.16,55038627.64,32675691.549999997,5942799.66,,,,,,,False,False,False,False
PONTES E LACERDA,MT,2021,MÉDIO PORTE,9239346.74,60699969.45,29752096.58,6900546.81,,,,,,,False,False,False,False
PONTES E LACERDA,MT,2022,MÉDIO PORTE,11235888.75,62866915.83,35423880.519999996,8718149.81,,,,,,,False,False,False,False
PONTES E LACERDA,MT,2023,MÉDIO PORTE,19727902.6,70868537.68,40823379.68,11023103.17,,,,,,,False,False,False,False
PONTES E LACERDA,MT,2024,MÉDIO PORTE,21530276.95,91129257.76,34023860.72,13413868.63,,,,,,,False,False,False,False
POPULINA,SP,2019,PEQUENO PORTE,2595431.09,3785090.62,30226811.64,2077532.89,,,,,,,False,False,False,False
POPULINA,SP,2020,PEQUENO PORTE,2943205.93,3287407.68,30027028.13,2428548.87,,,,,,,False,False,False,False
POPULINA,SP,2021,PEQUENO PORTE,3450164.9,5123411.65,29913696.54,2695433.83,,,,,,,False,False,False,False
POPULINA,SP,2022,PEQUENO PORTE,3720251.84,34015104.58000001,30501351.88,3442673.8,,,,,,,False,False,False,False
POPULINA,SP,2023,PEQUENO PORTE,4260769.25,7808287.53,30794510.46,3922400.53,,,,,,,False,False,False,False
POPULINA,SP,2024,PEQUENO PORTE,1121367.76,7771272.18,30457138.75,4584016.14,,,,,,,False,False,False,False
PORTAO,RS,2019,MÉDIO PORTE,11244870.37,121371966.21,45882976.45,10020461.36,,,,,,,False,False,False,False
PORTAO,RS,2020,MÉDIO PORTE,11672866.39,140785094.78,35975598.57,11212090.61,,,,,,,False,False,False,False
PORTAO,RS,2021,MÉDIO PORTE,10697768.45,149434457.12,30316897.06,12181425.05,,,,,,,False,False,False,False
PORTAO,RS,2022,MÉDIO PORTE,13152367.54,152194580.85,43139374.39,14257814.73,,,,,,,False,False,False,False
PORTAO,RS,2023,MÉDIO PORTE,14959722.95,163564934.65,49567613.68,16264937.89,,,,,,,False,False,False,False
PORTAO,RS,2024,MÉDIO PORTE,16855926.67,185284667.22,42487243.3,17395997.45,,,,,,,False,False,False,False
PORTEIRAO,GO,2019,PEQUENO PORTE,1184024.7,6860408.419999999,30658153.91,878916.74,,,,,,,False,False,False,False
PORTEIRAO,GO,2020,PEQUENO PORTE,1209815.62,7862408.41,30444421.24,1198619.94,,,,,,,False,False,False,False
PORTEIRAO,GO,2021,PEQUENO PORTE,1451253.65,8436387.19,30102640.73,1461673.23,,,,,,,False,False,False,False
PORTEIRAO,GO,2022,PEQUENO PORTE,2110491.49,8785685.280000001,30679893.23,1931735.43,,,,,,,False,False,False,False
PORTEIRAO,GO,2023,PEQUENO PORTE,2199802.07,9932072.08,31097948.439999998,2159948.61,,,,,,,False,False,False,False
PORTEIRAO,GO,2024,PEQUENO PORTE,2345802.81,11517740.52,30959239.15,2350410.86,,,,,,,False,False,False,False
PORTO BELO,SC,2019,MÉDIO PORTE,4863262.78,18145450.63,31908692.849999998,3127487.79,,,,,,,False,False,False,False
PORTO BELO,SC,2020,MÉDIO PORTE,6586607.5,22356495.79,32138874.53,3375400.64,,,,,,,False,False,False,False
PORTO BELO,SC,2021,MÉDIO PORTE,8273124.39,27143999.85,31467084.61,4143945.84,,,,,,,False,False,False,False
PORTO BELO,SC,2022,MÉDIO PORTE,11739042.92,32398362.1,33809056.85,5180873.88,,,,,,,False,False,False,False
PORTO BELO,SC,2023,MÉDIO PORTE,14551053.26,43186272.28,36270080.47,6612739.62,,,,,,,False,False,False,False
PORTO BELO,SC,2024,MÉDIO PORTE,18656024.61,58697568.07,34938512.78,8382110.34,2021-10-05 00:00:00,2021-09-29 00:00:00,,,,,False,False,False,False
PORTO ESPERIDIAO,MT,2019,PEQUENO PORTE,3655327.87,20877358.62,32136394.2,1600224.09,,,,,,,False,False,False,False
PORTO ESPERIDIAO,MT,2020,PEQUENO PORTE,3729234.86,24284119.33,31151563.32,1994290.01,,,,,,,False,False,False,False
PORTO ESPERIDIAO,MT,2021,PEQUENO PORTE,4457921.54,27367785.88,30380419.98,2529337.08,,,,,,,False,False,False,False
PORTO ESPERIDIAO,MT,2022,PEQUENO PORTE,4871086.68,29512367.62,32773212.06,2798891.89,,,,,,,False,False,False,False
PORTO ESPERIDIAO,MT,2023,PEQUENO PORTE,6004982.18,34018797.68,35251217.7,3360056.78,,,,,,,False,False,False,False
PORTO ESPERIDIAO,MT,2024,PEQUENO PORTE,8610868.11,41871099.84,32066351.33,4112268.24,,,,,,,False,False,False,False
PORTO FELIZ,SP,2019,MÉDIO PORTE,25888607.07,195659495.48,62562077.129999995,13175876.25,,,,,,,False,False,False,False
PORTO FELIZ,SP,2020,MÉDIO PORTE,24909760.76,245490676.17,29473719.72,14695129.18,,,,,,,False,False,False,False
PORTO FELIZ,SP,2021,MÉDIO PORTE,20029848.04,274175466.3,29862452.79,16326984.3,,,,,,,False,False,False,False
PORTO FELIZ,SP,2022,MÉDIO PORTE,26567656.7,276901936.55,32124104.099999998,22599955.5,,,,,,,False,False,False,False
PORTO FELIZ,SP,2023,MÉDIO PORTE,30609479.94,289001063.74,36866212.769999996,26299182.25,,,,,,,False,False,False,False
PORTO FELIZ,SP,2024,MÉDIO PORTE,33060300.46,341023155.63,37325612.39,29514209.95,2021-12-08 00:00:00,2021-12-03 00:00:00,2023-11-10 00:00:00,I,,I,False,False,False,False
PORTO FERREIRA,SP,2019,MÉDIO PORTE,22752072.5,141991260.14,54728207.09,19841695.1,,,,,,,False,False,False,False
PORTO FERREIRA,SP,2020,MÉDIO PORTE,24648800.03,172925499.86,33933914.19,23588626.42,,,,,,,False,False,False,False
PORTO FERREIRA,SP,2021,MÉDIO PORTE,24757047.81,176112635.91,27112846.549999997,25447839.9,,,,,,,False,False,False,False
PORTO FERREIRA,SP,2022,MÉDIO PORTE,29166420.89,174998596.66,38795003.11,29959750.83,,,,,,,False,False,False,False
PORTO FERREIRA,SP,2023,MÉDIO PORTE,36910302.69,183682606.66,52461088.95,33675585.31,,,,,,,False,False,False,False
PORTO FERREIRA,SP,2024,MÉDIO PORTE,35310133.73,209638994.16,43863838.22,36906041.59,,,,,,,False,False,False,False
PORTO LUCENA,RS,2019,PEQUENO PORTE,1888300.27,13176988.54,32181101.09,2438592.45,,,,,,,False,False,False,False
PORTO LUCENA,RS,2020,PEQUENO PORTE,2144105.78,15127442.81,30684382.32,2841743.04,,,,,,,False,False,False,False
PORTO LUCENA,RS,2021,PEQUENO PORTE,2366534.43,15784139.62,29770445.99,3007173.92,,,,,,,False,False,False,False
PORTO LUCENA,RS,2022,PEQUENO PORTE,3210273.1,15993851.78,31458512.68,3627436.17,,,,,,,False,False,False,False
PORTO LUCENA,RS,2023,PEQUENO PORTE,3358116.03,17425788.53,32424423.299999997,4092883.96,,,,,,,False,False,False,False
PORTO LUCENA,RS,2024,PEQUENO PORTE,3730611.63,19989158.07,30774227.3,4375696.08,,,,,,,False,False,False,False
PORTO MAUA,RS,2019,PEQUENO PORTE,874228.46,12050885.88,30947895.25,625138.49,,,,,,,False,False,False,False
PORTO MAUA,RS,2020,PEQUENO PORTE,1148033.78,13254607.23,30776687.119999997,702687.75,,,,,,,False,False,False,False
PORTO MAUA,RS,2021,PEQUENO PORTE,1186710.81,14144387.89,30546498.419999998,897834.92,,,,,,,False,False,False,False
PORTO MAUA,RS,2022,PEQUENO PORTE,1493821.0,14737738.29,31467595.13,1020544.47,,,,,,,False,False,False,False
PORTO MAUA,RS,2023,PEQUENO PORTE,1272575.63,16767505.42,31955923.279999997,1070246.99,,,,,,,False,False,False,False
PORTO MAUA,RS,2024,PEQUENO PORTE,1735082.04,19279432.77,31543957.279999997,1164760.99,,,,,,,False,False,False,False
PORTO UNIAO,SC,2019,MÉDIO PORTE,5380586.73,65327962.34,38441812.62,5189065.52,,,,,,,False,False,False,False
PORTO UNIAO,SC,2020,MÉDIO PORTE,6062925.67,74324071.92,37718368.53,6053512.2,,,,,,,False,False,False,False
PORTO UNIAO,SC,2021,MÉDIO PORTE,6535963.26,78347944.09,33278889.74,7202681.05,,,,,,,False,False,False,False
PORTO UNIAO,SC,2022,MÉDIO PORTE,7875040.82,84815292.63000001,37704082.839999996,8937516.59,,,,,,,False,False,False,False
PORTO UNIAO,SC,2023,MÉDIO PORTE,9640463.34,88089709.56,42378378.1,10173314.93,,,,,,,False,False,False,False
PORTO UNIAO,SC,2024,MÉDIO PORTE,10194333.04,98885567.55,39211530.81,11694411.58,2019-10-01 00:00:00,2019-09-25 00:00:00,2021-01-21 00:00:00,I,2023-12-20 00:00:00,I,False,False,False,False
PORTO VERA CRUZ,RS,2019,PEQUENO PORTE,1317138.13,14267326.67,31424244.18,543398.26,,,,,,,False,False,False,False
PORTO VERA CRUZ,RS,2020,PEQUENO PORTE,1329822.04,16441900.01,30680139.68,690505.41,,,,,,,False,False,False,False
PORTO VERA CRUZ,RS,2021,PEQUENO PORTE,1246507.53,17362432.5,30211691.91,902456.56,,,,,,,False,False,False,False
PORTO VERA CRUZ,RS,2022,PEQUENO PORTE,1497806.04,18099407.23,31739934.7,1354559.93,,,,,,,False,False,False,False
PORTO VERA CRUZ,RS,2023,PEQUENO PORTE,1887667.28,20010414.21,32565732.27,1688114.44,,,,,,,False,False,False,False
PORTO VERA CRUZ,RS,2024,PEQUENO PORTE,2675323.18,22679252.92,31713535.24,1979785.43,,,,,,,False,False,False,False
PORTO XAVIER,RS,2019,PEQUENO PORTE,3710650.94,30082412.63,32839144.56,3366914.04,,,,,,,False,False,False,False
PORTO XAVIER,RS,2020,PEQUENO PORTE,4201328.83,33313202.02,31763665.36,3882578.84,,,,,,,False,False,False,False
PORTO XAVIER,RS,2021,PEQUENO PORTE,4366447.36,35580854.94000001,30469131.4,3265014.09,,,,,,,False,False,False,False
PORTO XAVIER,RS,2022,PEQUENO PORTE,5158260.66,36038855.25,34982005.31,5275249.25,,,,,,,False,False,False,False
PORTO XAVIER,RS,2023,PEQUENO PORTE,6313947.02,38918401.7,35067458.17,5522527.96,,,,,,,False,False,False,False
PORTO XAVIER,RS,2024,PEQUENO PORTE,7573979.42,44312730.07,33249251.34,6438347.27,,,,,,,False,False,False,False
POSSE,GO,2019,MÉDIO PORTE,7348615.79,16057103.35,31620701.689999998,10388978.87,,,,,,,False,False,False,False
POSSE,GO,2020,MÉDIO PORTE,6858042.47,13969350.18,30527457.09,11460326.19,,,,,,,False,False,False,False
POSSE,GO,2021,MÉDIO PORTE,10652150.58,13927087.0,30007267.14,12901711.79,,,,,,,False,False,False,False
POSSE,GO,2022,MÉDIO PORTE,12191751.35,14120267.96,31220560.779999997,15058424.82,,,,,,,False,False,False,False
POSSE,GO,2023,MÉDIO PORTE,17863879.85,15248882.91,32083522.61,17365510.41,,,,,,,False,False,False,False
POSSE,GO,2024,MÉDIO PORTE,18500110.88,20737344.96,30830480.759999998,19935542.02,,,,,,,False,False,False,False
POTIRENDABA,SP,2019,MÉDIO PORTE,4096621.62,23999053.91,29906919.919999998,4593323.79,,,,,,,False,False,False,False
POTIRENDABA,SP,2020,MÉDIO PORTE,4179692.35,28626302.33,31214424.57,4541912.98,,,,,,,False,False,False,False
POTIRENDABA,SP,2021,MÉDIO PORTE,11336933.65,32453610.49,29884830.18,6053532.93,,,,,,,False,False,False,False
POTIRENDABA,SP,2022,MÉDIO PORTE,12323687.79,37090659.41,33061391.23,5792561.82,,,,,,,False,False,False,False
POTIRENDABA,SP,2023,MÉDIO PORTE,13402785.88,47080225.98,30822468.8,6670322.63,,,,,,,False,False,False,False
POTIRENDABA,SP,2024,MÉDIO PORTE,13394554.26,61479425.05,29862452.79,7983748.68,,,,,,,False,False,False,False
PRESIDENTE FIGUEIREDO,AM,2019,MÉDIO PORTE,13632217.84,82831264.91,37931589.57,3192919.19,,,,,,,False,False,False,False
PRESIDENTE FIGUEIREDO,AM,2020,MÉDIO PORTE,13915978.62,100137705.92,36692067.03,3828000.96,,,,,,,False,False,False,False
PRESIDENTE FIGUEIREDO,AM,2021,MÉDIO PORTE,14081484.93,110854944.96,34579916.15,4411036.85,,,,,,,False,False,False,False
PRESIDENTE FIGUEIREDO,AM,2022,MÉDIO PORTE,14201201.24,127106345.63,39377468.379999995,5821180.38,,,,,,,False,False,False,False
PRESIDENTE FIGUEIREDO,AM,2023,MÉDIO PORTE,13820398.35,140219780.45,50940184.81,7750873.26,,,,,,,False,False,False,False
PRESIDENTE FIGUEIREDO,AM,2024,MÉDIO PORTE,10900127.59,167931391.48,48441969.67,7588626.23,,,,,,,False,False,False,False
PRESIDENTE OLEGARIO,MG,2019,MÉDIO PORTE,4697731.99,10070950.55,30650465.34,7371703.53,,,,,,,False,False,False,False
PRESIDENTE OLEGARIO,MG,2020,MÉDIO PORTE,5286685.93,9703394.6,30262828.669999998,9281760.65,,,,,,,False,False,False,False
PRESIDENTE OLEGARIO,MG,2021,MÉDIO PORTE,5606456.22,7985314.95,30071979.88,10288236.56,,,,,,,False,False,False,False
PRESIDENTE OLEGARIO,MG,2022,MÉDIO PORTE,6166285.83,6306781.32,30431993.65,11905630.92,,,,,,,False,False,False,False
PRESIDENTE OLEGARIO,MG,2023,MÉDIO PORTE,7474631.93,6768598.75,30734231.61,13802517.61,,,,,,,False,False,False,False
PRESIDENTE OLEGARIO,MG,2024,MÉDIO PORTE,8731182.01,5015848.88,30419071.39,15979876.91,,,,,,,False,False,False,False
PRESIDENTE VENCESLAU,SP,2019,MÉDIO PORTE,17654655.89,1954837.37,29882374.52,22604154.88,,,,,,,False,False,False,False
PRESIDENTE VENCESLAU,SP,2020,MÉDIO PORTE,12986746.76,1565395.22,29872688.74,22145634.86,,,,,,,False,False,False,False
PRESIDENTE VENCESLAU,SP,2021,MÉDIO PORTE,9241765.8,2269944.39,29866141.599999998,24477610.2,,,,,,,False,False,False,False
PRESIDENTE VENCESLAU,SP,2022,MÉDIO PORTE,11022091.36,2943877.69,29952683.91,27901984.84,,,,,,,False,False,False,False
PRESIDENTE VENCESLAU,SP,2023,MÉDIO PORTE,30150691.67,7021605.6,30434120.06,19764986.89,,,,,,,False,False,False,False
PRESIDENTE VENCESLAU,SP,2024,MÉDIO PORTE,36710789.39,13484368.92,29862452.79,17188935.64,,,,,,,False,False,False,False
PRINCESA ISABEL,PB,2019,MÉDIO PORTE,3999679.44,71497.90000000001,29869825.29,3749738.63,,,,,,,False,False,False,False
PRINCESA ISABEL,PB,2020,MÉDIO PORTE,5481548.56,511697.87,29870490.39,4283159.1,,,,,,,False,False,False,False
PRINCESA ISABEL,PB,2021,MÉDIO PORTE,5352076.39,433265.18,29879034.439999998,5024299.44,,,,,,,False,False,False,False
PRINCESA ISABEL,PB,2022,MÉDIO PORTE,6636413.81,902917.7,30014854.88,6207322.89,,,,,,,False,False,False,False
PRINCESA ISABEL,PB,2023,MÉDIO PORTE,6799981.49,1748696.11,30178950.759999998,7337510.71,,,,,,,False,False,False,False
PRINCESA ISABEL,PB,2024,MÉDIO PORTE,5252924.6,3347552.42,30161937.419999998,7077337.25,,,,,,,False,False,False,False
PRUDENTOPOLIS,PR,2019,MÉDIO PORTE,9299357.27,82014269.69000001,41956527.129999995,7541749.25,,,,,,,False,False,False,False
PRUDENTOPOLIS,PR,2020,MÉDIO PORTE,10081174.97,94094729.41,39652008.33,8929748.1,,,,,,,False,False,False,False
PRUDENTOPOLIS,PR,2021,MÉDIO PORTE,10577513.96,101662334.29,34114620.18,10551607.77,,,,,,,False,False,False,False
PRUDENTOPOLIS,PR,2022,MÉDIO PORTE,12350781.59,101490106.77,39722923.54,13585530.53,,,,,,,False,False,False,False
PRUDENTOPOLIS,PR,2023,MÉDIO PORTE,13843426.13,112109584.25,46656218.09,15911954.1,,,,,,,False,False,False,False
PRUDENTOPOLIS,PR,2024,MÉDIO PORTE,16401100.3,131115160.66,38656711.71,17162784.37,2024-08-06 00:00:00,2024-07-30 00:00:00,,,,,False,False,False,False
PUTINGA,RS,2019,PEQUENO PORTE,2039821.12,10696405.26,31091778.68,1934633.92,,,,,,,False,False,False,False
PUTINGA,RS,2020,PEQUENO PORTE,2312026.53,12062897.37,30833291.13,2046973.29,,,,,,,False,False,False,False
PUTINGA,RS,2021,PEQUENO PORTE,2370653.42,13003812.56,30304122.95,2250522.89,,,,,,,False,False,False,False
PUTINGA,RS,2022,PEQUENO PORTE,2767242.12,13413304.2,31056056.88,2797047.26,,,,,,,False,False,False,False
PUTINGA,RS,2023,PEQUENO PORTE,3135672.43,13897725.45,31781846.58,3095533.51,,,,,,,False,False,False,False
PUTINGA,RS,2024,PEQUENO PORTE,4122883.63,15761821.46,31149103.08,1038701.12,,,,,,,False,False,False,False
QUARTEL GERAL,MG,2019,PEQUENO PORTE,1150276.25,10140889.85,31407521.81,946979.13,,,,,,,False,False,False,False
QUARTEL GERAL,MG,2020,PEQUENO PORTE,1171927.87,12061622.45,30493843.66,1187434.65,,,,,,,False,False,False,False
QUARTEL GERAL,MG,2021,PEQUENO PORTE,1203545.33,13221853.49,29942567.8,1320076.76,,,,,,,False,False,False,False
QUARTEL GERAL,MG,2022,PEQUENO PORTE,1428617.46,13121884.51,30935485.06,1706238.93,,,,,,,False,False,False,False
QUARTEL GERAL,MG,2023,PEQUENO PORTE,1479491.53,14079585.92,31748430.15,2489551.95,,,,,,,False,False,False,False
QUARTEL GERAL,MG,2024,PEQUENO PORTE,1440545.54,14953351.67,30353666.34,3059532.72,,,,,,,False,False,False,False
QUATA,SP,2019,MÉDIO PORTE,4605593.07,5773882.14,30711023.83,3877031.07,,,,,,,False,False,False,False
QUATA,SP,2020,MÉDIO PORTE,5346784.37,6928849.1,30313636.57,4343180.1,,,,,,,False,False,False,False
QUATA,SP,2021,MÉDIO PORTE,4747824.18,8618213.77,29982855.099999998,4670470.55,,,,,,,False,False,False,False
QUATA,SP,2022,MÉDIO PORTE,5438325.21,9919492.14,30522667.86,6001334.04,,,,,,,False,False,False,False
QUATA,SP,2023,MÉDIO PORTE,6058585.24,11798354.76,31725592.369999997,7617456.07,,,,,,,False,False,False,False
QUATA,SP,2024,MÉDIO PORTE,8197068.9,15447506.55,31649728.8,10795138.22,,,,,,,False,False,False,False
QUATIS,RJ,2019,MÉDIO PORTE,4282295.57,31135024.96,34388777.47,1702867.55,,,,,,,False,False,False,False
QUATIS,RJ,2020,MÉDIO PORTE,4689679.27,37697082.15000001,32243778.669999998,2278609.76,,,,,,,False,False,False,False
QUATIS,RJ,2021,MÉDIO PORTE,4913456.58,42979141.63,31113397.189999998,2544458.94,,,,,,,False,False,False,False
QUATIS,RJ,2022,MÉDIO PORTE,6470508.61,46902050.37,33088047.77,3270946.91,,,,,,,False,False,False,False
QUATIS,RJ,2023,MÉDIO PORTE,7390894.34,52758944.79,33616684.42,4675543.75,,,,,,,False,False,False,False
QUATIS,RJ,2024,MÉDIO PORTE,9576545.17,59023894.08,33200182.2,5465142.76,2022-03-15 00:00:00,2022-03-15 00:00:00,2022-06-23 00:00:00,I,,I,False,False,False,False
QUATRO BARRAS,PR,2019,MÉDIO PORTE,5878410.8,54702023.85,29862452.79,5152870.37,,,,,,,False,False,False,False
QUATRO BARRAS,PR,2020,MÉDIO PORTE,6924763.79,64916581.3,29862452.79,5847261.76,,,,,,,False,False,False,False
QUATRO BARRAS,PR,2021,MÉDIO PORTE,8380957.33,68782191.76,29862452.79,6304136.68,,,,,,,False,False,False,False
QUATRO BARRAS,PR,2022,MÉDIO PORTE,9617234.13,70437905.01,29862452.79,7741492.25,,,,,,,False,False,False,False
QUATRO BARRAS,PR,2023,MÉDIO PORTE,10082786.79,80806138.98,34511949.64,9007613.46,,,,,,,False,False,False,False
QUATRO BARRAS,PR,2024,MÉDIO PORTE,11402285.53,95172089.85,35242161.58,10082456.37,2021-10-04 00:00:00,2021-07-28 00:00:00,2022-12-09 00:00:00,I,,I,False,False,False,False
QUEIMADAS,PB,2019,MÉDIO PORTE,12804903.33,5250778.41,30471783.3,12276090.57,,,,,,,False,False,False,False
QUEIMADAS,PB,2020,MÉDIO PORTE,14388727.32,9073679.19,30009995.63,12099168.19,,,,,,,False,False,False,False
QUEIMADAS,PB,2021,MÉDIO PORTE,16216147.58,12114151.2,29862452.79,13562579.77,,,,,,,False,False,False,False
QUEIMADAS,PB,2022,MÉDIO PORTE,19671361.14,17808988.79,29862452.79,15556713.63,,,,,,,False,False,False,False
QUEIMADAS,PB,2023,MÉDIO PORTE,19258943.36,31871941.04,29862452.79,17320145.35,,,,,,,False,False,False,False
QUEIMADAS,PB,2024,MÉDIO PORTE,19220655.5,42709225.73,29862452.79,19873492.68,2024-12-17 00:00:00,2024-12-10 00:00:00,,,,,False,False,False,False
QUEVEDOS,RS,2019,PEQUENO PORTE,1766567.68,16164070.02,33160622.34,1516217.3,,,,,,,False,False,False,False
QUEVEDOS,RS,2020,PEQUENO PORTE,2185639.66,19349101.6,31058517.81,2008543.26,,,,,,,False,False,False,False
QUEVEDOS,RS,2021,PEQUENO PORTE,2531362.09,20237420.51,29994677.47,2405423.57,,,,,,,False,False,False,False
QUEVEDOS,RS,2022,PEQUENO PORTE,2822439.94,20225900.57,31545189.65,2846804.92,,,,,,,False,False,False,False
QUEVEDOS,RS,2023,PEQUENO PORTE,3110297.9,22280683.25,33079086.08,3415339.14,,,,,,,False,False,False,False
QUEVEDOS,RS,2024,PEQUENO PORTE,1950595.97,25235580.02,30947625.54,2451155.12,,,,,,,False,False,False,False
QUINZE DE NOVEMBRO,RS,2019,PEQUENO PORTE,1881472.94,14149422.36,31561387.08,1312874.96,,,,,,,False,False,False,False
QUINZE DE NOVEMBRO,RS,2020,PEQUENO PORTE,1956411.45,15949615.93,30708868.91,1539057.66,,,,,,,False,False,False,False
QUINZE DE NOVEMBRO,RS,2021,PEQUENO PORTE,2149685.34,17599697.17,30406609.849999998,1605140.06,,,,,,,False,False,False,False
QUINZE DE NOVEMBRO,RS,2022,PEQUENO PORTE,2714595.43,18153205.9,31629898.75,1771282.58,,,,,,,False,False,False,False
QUINZE DE NOVEMBRO,RS,2023,PEQUENO PORTE,3301156.16,20425522.6,32842683.96,2369441.78,,,,,,,False,False,False,False
QUINZE DE NOVEMBRO,RS,2024,PEQUENO PORTE,3857943.14,24193843.78,31060049.52,2450481.88,,,,,,,False,False,False,False
QUIPAPA,PE,2019,MÉDIO PORTE,5910147.74,6045.99,29862452.79,6234804.34,,,,,,,False,False,False,False
QUIPAPA,PE,2020,MÉDIO PORTE,6432298.65,326.88,29862452.79,7308057.25,,,,,,,False,False,False,False
QUIPAPA,PE,2021,MÉDIO PORTE,6081163.22,238.01,29862452.79,7965261.49,,,,,,,False,False,False,False
QUIPAPA,PE,2022,MÉDIO PORTE,6982775.19,385107.41,29862452.79,9341571.86,,,,,,,False,False,False,False
QUIPAPA,PE,2023,MÉDIO PORTE,8222027.68,86610.78,29868750.81,9629036.47,,,,,,,False,False,False,False
QUIPAPA,PE,2024,MÉDIO PORTE,5283266.31,510587.35,29863780.18,10439431.56,,,,,,,False,False,False,False
QUITANDINHA,PR,2019,MÉDIO PORTE,5127214.0,40508141.49,35755264.25,2105465.27,,,,,,,False,False,False,False
QUITANDINHA,PR,2020,MÉDIO PORTE,5601630.32,48911177.6,31960960.22,2567669.16,,,,,,,False,False,False,False
QUITANDINHA,PR,2021,MÉDIO PORTE,6094112.47,55610091.02,29142107.7,3178299.06,,,,,,,False,False,False,False
QUITANDINHA,PR,2022,PEQUENO PORTE,7377245.55,57321218.26000001,34638563.519999996,4187041.15,,,,,,,False,False,False,False
QUITANDINHA,PR,2023,PEQUENO PORTE,8476847.48,65586641.42,38411400.66,5425843.1,,,,,,,False,False,False,False
QUITANDINHA,PR,2024,MÉDIO PORTE,7762275.7,77536383.11,32654818.299999997,6247702.76,2021-05-19 00:00:00,2021-05-13 00:00:00,,,,,False,False,False,False
QUIXABA,PE,2019,PEQUENO PORTE,3179551.84,7628257.64,30599583.95,2065368.86,,,,,,,False,False,False,False
QUIXABA,PE,2020,PEQUENO PORTE,3684624.63,9198354.43,30163151.7,2509076.79,,,,,,,False,False,False,False
QUIXABA,PE,2021,PEQUENO PORTE,3490451.42,10765258.73,30115821.98,2859408.49,,,,,,,False,False,False,False
QUIXABA,PE,2022,PEQUENO PORTE,5005831.53,11864925.92,31164667.84,3956296.74,,,,,,,False,False,False,False
QUIXABA,PE,2023,PEQUENO PORTE,6373664.42,14854545.14,31833318.07,8322635.28,,,,,,,False,False,False,False
QUIXABA,PE,2024,PEQUENO PORTE,6329604.61,17452027.79,31198495.14,5715444.17,,,,,,,False,False,False,False
RANCHO ALEGRE D'OESTE,PR,2019,PEQUENO PORTE,2346762.94,18931622.39,31245832.14,1479898.44,,,,,,,False,False,False,False
RANCHO ALEGRE D'OESTE,PR,2020,PEQUENO PORTE,2836974.5,20871571.89,31092968.34,1755469.73,,,,,,,False,False,False,False
RANCHO ALEGRE D'OESTE,PR,2021,PEQUENO PORTE,2074858.43,23043906.92,30757926.13,2129392.22,,,,,,,False,False,False,False
RANCHO ALEGRE D'OESTE,PR,2022,PEQUENO PORTE,2280748.72,24561476.76,32287730.09,2590479.93,,,,,,,False,False,False,False
RANCHO ALEGRE D'OESTE,PR,2023,PEQUENO PORTE,2345348.99,27776613.78,33231497.72,3380334.89,,,,,,,False,False,False,False
RANCHO ALEGRE D'OESTE,PR,2024,PEQUENO PORTE,2621943.38,31433973.54,32076501.63,3945924.79,,,,,,,False,False,False,False
RANCHO QUEIMADO,SC,2019,PEQUENO PORTE,1222018.81,11111154.36,31472464.41,1437285.7,,,,,,,False,False,False,False
RANCHO QUEIMADO,SC,2020,PEQUENO PORTE,1330988.06,12796878.64,30545077.49,1461711.54,,,,,,,False,False,False,False
RANCHO QUEIMADO,SC,2021,PEQUENO PORTE,1503489.97,13424292.53,30051071.9,1668314.31,,,,,,,False,False,False,False
RANCHO QUEIMADO,SC,2022,PEQUENO PORTE,1748531.37,13502879.02,30789095.779999997,2041016.35,,,,,,,False,False,False,False
RANCHO QUEIMADO,SC,2023,PEQUENO PORTE,1873811.3,14439770.27,31810075.55,2306927.22,,,,,,,False,False,False,False
RANCHO QUEIMADO,SC,2024,PEQUENO PORTE,1919433.76,16210054.7,30971994.84,2615865.26,2021-04-30 00:00:00,2021-04-19 00:00:00,,,,,False,False,False,False
REDENCAO,CE,2019,MÉDIO PORTE,6986556.64,23590.86,29862652.5,7600299.43,,,,,,,False,False,False,False
