"RPPS","Ano","Grupo","Eficiencia"
"BAHIA_BA",2021,"_2021",0.24498805011365
"BALNEARIO BARRA DO SUL_SC",2021,"_2021",0.842772802430448
"BARRA VELHA_SC",2021,"_2021",0.797655073243663
"BEBERIBE_CE",2021,"_2021",0.787452165468888
"BELFORD ROXO_RJ",2021,"_2021",0.671626722439355
"BIGUACU_SC",2021,"_2021",0.838398724393044
"BILAC_SP",2021,"_2021",0.89359449381894
"BOA VISTA_RR",2021,"_2021",0.99128366237495
"BOM JESUS_PI",2021,"_2021",0.847254519389855
"CABO FRIO_RJ",2021,"_2021",0.603318301094685
"CACADOR_SC",2021,"_2021",0.717889006612574
"CACHOEIRAS DE MACACU_RJ",2021,"_2021",0.781478117364504
"CACU_GO",2021,"_2021",0.802498838530223
"CALDAS NOVAS_GO",2021,"_2021",0.783925589898327
"CAMACARI_BA",2021,"_2021",0.596263675346934
"CAMAQUA_RS",2021,"_2021",0.729955220682653
"CAMPINA GRANDE_PB",2021,"_2021",0.526492764263781
"CAMPINAS_SP",2021,"_2021",0.423888539188237
"CAMPO FORMOSO_BA",2021,"_2021",0.764449399632513
"CAMPO GRANDE_MS",2021,"_2021",0.330365000623885
"CAMPO LARGO_PR",2021,"_2021",0.907863897438471
"CANGUCU_RS",2021,"_2021",0.929797861024684
"CANOINHAS_SC",2021,"_2021",0.865912912095519
"CANTAGALO_RJ",2021,"_2021",0.796064502056032
"CARANDAI_MG",2021,"_2021",0.812489874331291
"CARIRIACU_CE",2021,"_2021",0.87676875462543
"CARMO DO CAJURU_MG",2021,"_2021",0.835283317354302
"CARPINA_PE",2021,"_2021",0.74706227478717
"CAXIAS DO SUL_RS",2021,"_2021",0.375635439788811
"CEARA_CE",2021,"_2021",0.399807623641028
"CERQUEIRA CESAR_SP",2021,"_2021",0.728326968713228
"CIDREIRA_RS",2021,"_2021",0.875361515432124
"CONTAGEM_MG",2021,"_2021",0.451664509433112
"CRIXAS_GO",2021,"_2021",0.79365243574647
"CUSTODIA_PE",2021,"_2021",0.791918437135589
"DIADEMA_SP",2021,"_2021",1
"DOMINGOS MARTINS_ES",2021,"_2021",0.912376385148457
"DUAS BARRAS_RJ",2021,"_2021",0.949703773230612
"DUQUE DE CAXIAS_RJ",2021,"_2021",0.447514446804579
"EXU_PE",2021,"_2021",0.791814359591725
"FEIRA DE SANTANA_BA",2021,"_2021",0.419754167502159
"FERNANDOPOLIS_SP",2021,"_2021",0.714880192406563
"FLORIANOPOLIS_SC",2021,"_2021",0.405736005408218
"FORMOSA_GO",2021,"_2021",0.697890916960164
"FOZ DO IGUACU_PR",2021,"_2021",0.580599437848627
"FRANCISCO SA_MG",2021,"_2021",0.885331093056833
"GARCA_SP",2021,"_2021",0.839757338249355
"GOIAS_GO",2021,"_2021",0.435011989158815
"GOIATUBA_GO",2021,"_2021",0.724280098179727
"GONCALVES_MG",2021,"_2021",0.950679455141102
"GOVERNO DO DISTRITO FEDERAL_DF",2021,"_2021",0.996131796215617
"GUAJARA-MIRIM_RO",2021,"_2021",0.891400574614082
"HOLAMBRA_SP",2021,"_2021",0.923374162952577
"IATI_PE",2021,"_2021",0.942131436206732
"IBAITI_PR",2021,"_2021",0.80349989723614
"IGUABA GRANDE_RJ",2021,"_2021",1
"ILHA SOLTEIRA_SP",2021,"_2021",0.961120528540575
"IMBITUVA_PR",2021,"_2021",0.919102962524504
"INDAIAL_SC",2021,"_2021",0.734619599763217
"IRAUCUBA_CE",2021,"_2021",0.864968051865238
"ITACURUBA_PE",2021,"_2021",0.927063530834127
"ITAINOPOLIS_PI",2021,"_2021",0.933667896553259
"ITAPIPOCA_CE",2021,"_2021",0.731981896931777
"ITAPIRA_SP",2021,"_2021",0.688983904552498
"ITUIUTABA_MG",2021,"_2021",0.757731909926433
"ITUPEVA_SP",2021,"_2021",0.876202584925959
"IVOTI_RS",2021,"_2021",0.826044742288052
"JABOATAO DOS GUARARAPES_PE",2021,"_2021",0.627696989727931
"JACOBINA_BA",2021,"_2021",0.682705521103896
"JAGUARIUNA_SP",2021,"_2021",0.733465394489492
"JALES_SP",2021,"_2021",0.62872606412977
"JAPURA_PR",2021,"_2021",0.851442873401438
"JI-PARANA_RO",2021,"_2021",0.826877227655159
"JUATUBA_MG",2021,"_2021",0.82023400817246
"JUIZ DE FORA_MG",2021,"_2021",0.418718080933801
"LAGES_SC",2021,"_2021",0.62106564394478
"LAGOA GRANDE_PE",2021,"_2021",0.829301514961062
"LAJEADO_RS",2021,"_2021",0.790187768504714
"LAPA_PR",2021,"_2021",0.72444236808254
"LINDOLFO COLLOR_RS",2021,"_2021",0.967511732660738
"LINHARES_ES",2021,"_2021",1
"LONDRINA_PR",2021,"_2021",0.374912534728962
"LUCAS DO RIO VERDE_MT",2021,"_2021",0.7246746117665
"MACATUBA_SP",2021,"_2021",1
"MAFRA_SC",2021,"_2021",0.766716528191455
"MARABA_PA",2021,"_2021",0.776396617555508
"MARACAJU_MS",2021,"_2021",0.725413778801997
"MARACANAU_CE",2021,"_2021",0.729736823436811
